year,state,subject,num_dissertations
2021.0,Illinois,16—Associative rings and algebras,1
2021.0,Illinois,"18—Category theory, homological algebra",1
2021.0,Illinois,19—K-theory,2
2021.0,Illinois,20—Group theory and generalizations,3
2021.0,Illinois,30—Functions of a complex variable,2
2021.0,Illinois,35—Partial differential equations,3
2021.0,Illinois,37—Dynamical systems and ergodic theory,4
2021.0,Illinois,42—Fourier analysis,1
2021.0,Illinois,46—Functional analysis,1
2021.0,Illinois,52—Convex and discrete geometry,1
2021.0,Illinois,53—Differential geometry,5
2021.0,Illinois,55—Algebraic topology,3
2021.0,Illinois,57—Manifolds and cell complexes,3
2021.0,Illinois,"58—Global analysis, analysis on manifolds",1
2021.0,Illinois,60—Probability theory and stochastic processes,1
2021.0,Illinois,62—Statistics,16
2021.0,Illinois,68—Computer science,11
2021.0,Illinois,76—Fluid mechanics,2
2021.0,Illinois,"78—Optics, electromagnetic theory",1
2021.0,Illinois,81—Quantum Theory,1
2021.0,Illinois,"90—Operations research, mathematical programming",1
2021.0,Illinois,"91—Game theory, economics, social and behavioral sciences",2
2021.0,Illinois,92—Biology and other natural sciences,2
2021.0,Illinois,93—Systems theory; control,2
2021.0,Illinois,"94—Information and communication, circuits",1
2021.0,Indiana,03—Mathematical logic and foundations,2
2021.0,Indiana,11—Number theory,3
2021.0,Indiana,14—Algebraic geometry,1
2021.0,Indiana,"18—Category theory, homological algebra",1
2021.0,Indiana,19—K-theory,1
2021.0,Indiana,20—Group theory and generalizations,2
2021.0,Indiana,32—Several complex variables and analytic spaces,1
2021.0,Indiana,35—Partial differential equations,1
2021.0,Indiana,42—Fourier analysis,1
2021.0,Indiana,53—Differential geometry,1
2021.0,Indiana,55—Algebraic topology,1
2021.0,Indiana,57—Manifolds and cell complexes,3
2021.0,Indiana,"58—Global analysis, analysis on manifolds",2
2021.0,Indiana,62—Statistics,2
2021.0,Indiana,65—Numerical analysis,2
2021.0,Indiana,68—Computer science,6
2021.0,Indiana,74—Mechanics of deformable solids,1
2021.0,Indiana,76—Fluid mechanics,2
2021.0,Indiana,"91—Game theory, economics, social and behavioral sciences",1
2021.0,Indiana,92—Biology and other natural sciences,3
2021.0,Indiana,93—Systems theory; control,1
2021.0,Iowa,05—Combinatorics,5
2021.0,Iowa,15—Linear and multilinear algebra; matrix theory,2
2021.0,Iowa,16—Associative rings and algebras,2
2021.0,Iowa,34—Ordinary differential equations,1
2021.0,Iowa,37—Dynamical systems and ergodic theory,1
2021.0,Iowa,57—Manifolds and cell complexes,2
2021.0,Iowa,60—Probability theory and stochastic processes,1
2021.0,Iowa,62—Statistics,10
2021.0,Iowa,65—Numerical analysis,3
2021.0,Iowa,68—Computer science,6
2021.0,Iowa,76—Fluid mechanics,1
2021.0,Iowa,81—Quantum Theory,1
2021.0,Iowa,"90—Operations research, mathematical programming",1
2021.0,Iowa,"91—Game theory, economics, social and behavioral sciences",4
2021.0,Iowa,92—Biology and other natural sciences,1
2021.0,Iowa,"94—Information and communication, circuits",1
2021.0,Iowa,97—Mathematics education,1
2021.0,Kansas,05—Combinatorics,1
2021.0,Kansas,13—Commutative rings and algebras,1
2021.0,Kansas,14—Algebraic geometry,3
2021.0,Kansas,35—Partial differential equations,1
2021.0,Kansas,37—Dynamical systems and ergodic theory,1
2021.0,Kansas,46—Functional analysis,1
2021.0,Kansas,53—Differential geometry,1
2021.0,Kansas,55—Algebraic topology,1
2021.0,Kansas,62—Statistics,5
2021.0,Kansas,68—Computer science,1
2021.0,Kentucky,05—Combinatorics,1
2021.0,Kentucky,11—Number theory,3
2021.0,Kentucky,14—Algebraic geometry,2
2021.0,Kentucky,15—Linear and multilinear algebra; matrix theory,1
2021.0,Kentucky,16—Associative rings and algebras,1
2021.0,Kentucky,62—Statistics,1
2021.0,Kentucky,68—Computer science,4
2021.0,Kentucky,81—Quantum Theory,1
2021.0,Kentucky,"91—Game theory, economics, social and behavioral sciences",2
2021.0,Kentucky,"94—Information and communication, circuits",1
2021.0,Louisiana,05—Combinatorics,1
2021.0,Louisiana,11—Number theory,2
2021.0,Louisiana,"18—Category theory, homological algebra",1
2021.0,Louisiana,"22—Topological groups, Lie groups",1
2021.0,Louisiana,31—Potential theory,1
2021.0,Louisiana,49—Calculus of variations and optimal control,1
2021.0,Louisiana,57—Manifolds and cell complexes,2
2021.0,Louisiana,60—Probability theory and stochastic processes,2
2021.0,Louisiana,65—Numerical analysis,2
2021.0,Louisiana,68—Computer science,1
2021.0,Maryland,11—Number theory,2
2021.0,Maryland,13—Commutative rings and algebras,1
2021.0,Maryland,32—Several complex variables and analytic spaces,1
2021.0,Maryland,34—Ordinary differential equations,2
2021.0,Maryland,35—Partial differential equations,5
2021.0,Maryland,37—Dynamical systems and ergodic theory,1
2021.0,Maryland,43—Abstract harmonic analysis,2
2021.0,Maryland,53—Differential geometry,1
2021.0,Maryland,55—Algebraic topology,1
2021.0,Maryland,60—Probability theory and stochastic processes,2
2021.0,Maryland,62—Statistics,4
2021.0,Maryland,65—Numerical analysis,2
2021.0,Maryland,68—Computer science,14
2021.0,Maryland,76—Fluid mechanics,2
2021.0,Maryland,"90—Operations research, mathematical programming",3
2021.0,Maryland,92—Biology and other natural sciences,3
2021.0,Maryland,93—Systems theory; control,1
2021.0,Maryland,"94—Information and communication, circuits",6
2021.0,Massachusetts,03—Mathematical logic and foundations,1
2021.0,Massachusetts,05—Combinatorics,1
2021.0,Massachusetts,11—Number theory,8
2021.0,Massachusetts,14—Algebraic geometry,10
2021.0,Massachusetts,15—Linear and multilinear algebra; matrix theory,3
2021.0,Massachusetts,16—Associative rings and algebras,1
2021.0,Massachusetts,20—Group theory and generalizations,4
2021.0,Massachusetts,35—Partial differential equations,1
2021.0,Massachusetts,51—Geometry,1
2021.0,Massachusetts,55—Algebraic topology,4
2021.0,Massachusetts,57—Manifolds and cell complexes,3
2021.0,Massachusetts,"58—Global analysis, analysis on manifolds",2
2021.0,Massachusetts,60—Probability theory and stochastic processes,2
2021.0,Massachusetts,62—Statistics,16
2021.0,Massachusetts,65—Numerical analysis,2
2021.0,Massachusetts,68—Computer science,22
2021.0,Massachusetts,74—Mechanics of deformable solids,1
2021.0,Massachusetts,76—Fluid mechanics,1
2021.0,Massachusetts,"78—Optics, electromagnetic theory",1
2021.0,Massachusetts,"80—Classical thermodynamics, heat transfer",2
2021.0,Massachusetts,81—Quantum Theory,2
2021.0,Massachusetts,"82—Statistical mechanics, structure of matter",1
2021.0,Massachusetts,"90—Operations research, mathematical programming",8
2021.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",10
2021.0,Massachusetts,92—Biology and other natural sciences,4
2021.0,Massachusetts,93—Systems theory; control,2
2021.0,Massachusetts,"94—Information and communication, circuits",2
2021.0,Michigan,05—Combinatorics,4
2021.0,Michigan,11—Number theory,2
2021.0,Michigan,13—Commutative rings and algebras,3
2021.0,Michigan,14—Algebraic geometry,5
2021.0,Michigan,"22—Topological groups, Lie groups",1
2021.0,Michigan,28—Measure and integration,1
2021.0,Michigan,32—Several complex variables and analytic spaces,1
2021.0,Michigan,35—Partial differential equations,2
2021.0,Michigan,37—Dynamical systems and ergodic theory,1
2021.0,Michigan,43—Abstract harmonic analysis,1
2021.0,Michigan,51—Geometry,2
2021.0,Michigan,53—Differential geometry,1
2021.0,Michigan,55—Algebraic topology,1
2021.0,Michigan,57—Manifolds and cell complexes,5
2021.0,Michigan,"58—Global analysis, analysis on manifolds",1
2021.0,Michigan,60—Probability theory and stochastic processes,3
2021.0,Michigan,62—Statistics,10
2021.0,Michigan,65—Numerical analysis,5
2021.0,Michigan,68—Computer science,12
2021.0,Michigan,70—Mechanics of particles and systems,1
2021.0,Michigan,74—Mechanics of deformable solids,2
2021.0,Michigan,76—Fluid mechanics,1
2021.0,Michigan,86—Geophysics,1
2021.0,Michigan,"90—Operations research, mathematical programming",3
2021.0,Michigan,92—Biology and other natural sciences,5
2021.0,Michigan,93—Systems theory; control,4
2021.0,Michigan,"94—Information and communication, circuits",2
2021.0,Michigan,97—Mathematics education,5
2021.0,Minnesota,05—Combinatorics,5
2021.0,Minnesota,14—Algebraic geometry,1
2021.0,Minnesota,16—Associative rings and algebras,1
2021.0,Minnesota,"22—Topological groups, Lie groups",1
2021.0,Minnesota,35—Partial differential equations,2
2021.0,Minnesota,37—Dynamical systems and ergodic theory,1
2021.0,Minnesota,"58—Global analysis, analysis on manifolds",1
2021.0,Minnesota,62—Statistics,8
2021.0,Minnesota,65—Numerical analysis,1
2021.0,Minnesota,68—Computer science,4
2021.0,Minnesota,"94—Information and communication, circuits",1
2021.0,Mississippi,05—Combinatorics,2
2021.0,Mississippi,11—Number theory,1
2021.0,Mississippi,65—Numerical analysis,4
2021.0,Missouri,00—General,1
2021.0,Missouri,13—Commutative rings and algebras,1
2021.0,Missouri,14—Algebraic geometry,1
2021.0,Missouri,35—Partial differential equations,1
2021.0,Missouri,42—Fourier analysis,2
2021.0,Missouri,46—Functional analysis,1
2021.0,Missouri,52—Convex and discrete geometry,1
2021.0,Missouri,55—Algebraic topology,1
2021.0,Missouri,60—Probability theory and stochastic processes,1
2021.0,Missouri,62—Statistics,7
2021.0,Missouri,65—Numerical analysis,1
2021.0,Missouri,68—Computer science,8
2021.0,Missouri,83—Relativity and gravitational theory,2
2021.0,Montana,57—Manifolds and cell complexes,1
2021.0,Montana,"58—Global analysis, analysis on manifolds",1
2021.0,Montana,62—Statistics,3
2021.0,Montana,68—Computer science,1
2021.0,Montana,97—Mathematics education,1
2021.0,Nebraska,05—Combinatorics,2
2021.0,Nebraska,13—Commutative rings and algebras,2
2021.0,Nebraska,35—Partial differential equations,1
2021.0,Nebraska,46—Functional analysis,2
2021.0,Nebraska,57—Manifolds and cell complexes,2
2021.0,Nebraska,68—Computer science,1
2021.0,Nebraska,74—Mechanics of deformable solids,1
2021.0,Nebraska,81—Quantum Theory,1
2021.0,Nevada,03—Mathematical logic and foundations,2
2021.0,Nevada,93—Systems theory; control,1
2021.0,New Hampshire,00—General,1
2021.0,New Hampshire,13—Commutative rings and algebras,1
2021.0,New Hampshire,"18—Category theory, homological algebra",1
2021.0,New Hampshire,68—Computer science,1
2021.0,New Hampshire,92—Biology and other natural sciences,1
2021.0,New Jersey,00—General,1
2021.0,New Jersey,03—Mathematical logic and foundations,2
2021.0,New Jersey,05—Combinatorics,2
2021.0,New Jersey,11—Number theory,2
2021.0,New Jersey,14—Algebraic geometry,1
2021.0,New Jersey,20—Group theory and generalizations,1
2021.0,New Jersey,35—Partial differential equations,4
2021.0,New Jersey,57—Manifolds and cell complexes,1
2021.0,New Jersey,60—Probability theory and stochastic processes,2
2021.0,New Jersey,62—Statistics,3
2021.0,New Jersey,68—Computer science,10
2021.0,New Jersey,76—Fluid mechanics,2
2021.0,New Jersey,"78—Optics, electromagnetic theory",1
2021.0,New Jersey,81—Quantum Theory,1
2021.0,New Jersey,83—Relativity and gravitational theory,1
2021.0,New Jersey,85—Astronomy and astrophysics,1
2021.0,New Jersey,"90—Operations research, mathematical programming",1
2021.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",2
2021.0,New Jersey,92—Biology and other natural sciences,3
2021.0,New Jersey,"94—Information and communication, circuits",2
2021.0,New Mexico,03—Mathematical logic and foundations,1
2021.0,New Mexico,62—Statistics,1
2021.0,New Mexico,65—Numerical analysis,1
2021.0,New York,00—General,2
2021.0,New York,03—Mathematical logic and foundations,1
2021.0,New York,05—Combinatorics,3
2021.0,New York,11—Number theory,3
2021.0,New York,13—Commutative rings and algebras,1
2021.0,New York,14—Algebraic geometry,7
2021.0,New York,15—Linear and multilinear algebra; matrix theory,1
2021.0,New York,19—K-theory,1
2021.0,New York,20—Group theory and generalizations,3
2021.0,New York,30—Functions of a complex variable,1
2021.0,New York,32—Several complex variables and analytic spaces,2
2021.0,New York,35—Partial differential equations,2
2021.0,New York,37—Dynamical systems and ergodic theory,2
2021.0,New York,42—Fourier analysis,1
2021.0,New York,53—Differential geometry,11
2021.0,New York,55—Algebraic topology,2
2021.0,New York,57—Manifolds and cell complexes,6
2021.0,New York,60—Probability theory and stochastic processes,8
2021.0,New York,62—Statistics,23
2021.0,New York,65—Numerical analysis,7
2021.0,New York,68—Computer science,27
2021.0,New York,70—Mechanics of particles and systems,1
2021.0,New York,74—Mechanics of deformable solids,1
2021.0,New York,81—Quantum Theory,2
2021.0,New York,86—Geophysics,1
2021.0,New York,"90—Operations research, mathematical programming",6
2021.0,New York,"91—Game theory, economics, social and behavioral sciences",5
2021.0,New York,92—Biology and other natural sciences,8
2021.0,New York,93—Systems theory; control,1
2021.0,New York,"94—Information and communication, circuits",1
2021.0,North Carolina,03—Mathematical logic and foundations,1
2021.0,North Carolina,05—Combinatorics,2
2021.0,North Carolina,11—Number theory,6
2021.0,North Carolina,13—Commutative rings and algebras,3
2021.0,North Carolina,14—Algebraic geometry,2
2021.0,North Carolina,20—Group theory and generalizations,1
2021.0,North Carolina,34—Ordinary differential equations,1
2021.0,North Carolina,35—Partial differential equations,8
2021.0,North Carolina,41—Approximations and expansions,1
2021.0,North Carolina,46—Functional analysis,1
2021.0,North Carolina,53—Differential geometry,1
2021.0,North Carolina,54—General topology,1
2021.0,North Carolina,55—Algebraic topology,1
2021.0,North Carolina,57—Manifolds and cell complexes,1
2021.0,North Carolina,60—Probability theory and stochastic processes,7
2021.0,North Carolina,62—Statistics,12
2021.0,North Carolina,65—Numerical analysis,3
2021.0,North Carolina,68—Computer science,11
2021.0,North Carolina,70—Mechanics of particles and systems,1
2021.0,North Carolina,74—Mechanics of deformable solids,2
2021.0,North Carolina,76—Fluid mechanics,3
2021.0,North Carolina,"82—Statistical mechanics, structure of matter",1
2021.0,North Carolina,85—Astronomy and astrophysics,2
2021.0,North Carolina,"90—Operations research, mathematical programming",2
2021.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",3
2021.0,North Carolina,92—Biology and other natural sciences,2
2021.0,North Carolina,"94—Information and communication, circuits",3
2021.0,Ohio,11—Number theory,1
2021.0,Ohio,13—Commutative rings and algebras,1
2021.0,Ohio,"18—Category theory, homological algebra",2
2021.0,Ohio,35—Partial differential equations,2
2021.0,Ohio,37—Dynamical systems and ergodic theory,4
2021.0,Ohio,51—Geometry,1
2021.0,Ohio,57—Manifolds and cell complexes,1
2021.0,Ohio,60—Probability theory and stochastic processes,2
2021.0,Ohio,62—Statistics,12
2021.0,Ohio,70—Mechanics of particles and systems,1
2021.0,Ohio,"90—Operations research, mathematical programming",1
2021.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
2021.0,Ohio,93—Systems theory; control,2
2021.0,Oregon,65—Numerical analysis,1
2021.0,Oregon,68—Computer science,5
2021.0,Pennsylvania,03—Mathematical logic and foundations,5
2021.0,Pennsylvania,05—Combinatorics,2
2021.0,Pennsylvania,11—Number theory,3
2021.0,Pennsylvania,14—Algebraic geometry,4
2021.0,Pennsylvania,15—Linear and multilinear algebra; matrix theory,1
2021.0,Pennsylvania,16—Associative rings and algebras,1
2021.0,Pennsylvania,20—Group theory and generalizations,1
2021.0,Pennsylvania,30—Functions of a complex variable,1
2021.0,Pennsylvania,35—Partial differential equations,4
2021.0,Pennsylvania,37—Dynamical systems and ergodic theory,2
2021.0,Pennsylvania,49—Calculus of variations and optimal control,2
2021.0,Pennsylvania,51—Geometry,1
2021.0,Pennsylvania,52—Convex and discrete geometry,1
2021.0,Pennsylvania,53—Differential geometry,1
2021.0,Pennsylvania,54—General topology,1
2021.0,Pennsylvania,57—Manifolds and cell complexes,1
2021.0,Pennsylvania,"58—Global analysis, analysis on manifolds",1
2021.0,Pennsylvania,60—Probability theory and stochastic processes,1
2021.0,Pennsylvania,62—Statistics,17
2021.0,Pennsylvania,65—Numerical analysis,6
2021.0,Pennsylvania,68—Computer science,42
2021.0,Pennsylvania,74—Mechanics of deformable solids,5
2021.0,Pennsylvania,81—Quantum Theory,2
2021.0,Pennsylvania,"82—Statistical mechanics, structure of matter",1
2021.0,Pennsylvania,"90—Operations research, mathematical programming",4
2021.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",5
2021.0,Pennsylvania,93—Systems theory; control,1
2021.0,Puerto Rico,92—Biology and other natural sciences,1
2021.0,Rhode Island,05—Combinatorics,2
2021.0,Rhode Island,35—Partial differential equations,1
2021.0,Rhode Island,54—General topology,1
2021.0,Rhode Island,60—Probability theory and stochastic processes,1
2021.0,Rhode Island,62—Statistics,1
2021.0,Rhode Island,76—Fluid mechanics,2
2021.0,Rhode Island,86—Geophysics,1
2021.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",1
2021.0,South Carolina,05—Combinatorics,2
2021.0,South Carolina,11—Number theory,2
2021.0,South Carolina,13—Commutative rings and algebras,4
2021.0,South Carolina,15—Linear and multilinear algebra; matrix theory,1
2021.0,South Carolina,35—Partial differential equations,3
2021.0,South Carolina,41—Approximations and expansions,1
2021.0,South Carolina,46—Functional analysis,1
2021.0,South Carolina,62—Statistics,8
2021.0,South Carolina,65—Numerical analysis,2
2021.0,South Carolina,68—Computer science,4
2021.0,South Carolina,76—Fluid mechanics,3
2021.0,South Carolina,"90—Operations research, mathematical programming",3
2021.0,South Carolina,"91—Game theory, economics, social and behavioral sciences",2
2021.0,South Carolina,97—Mathematics education,2
2021.0,South Dakota,05—Combinatorics,1
2021.0,South Dakota,60—Probability theory and stochastic processes,2
2021.0,South Dakota,62—Statistics,1
2021.0,Tennessee,20—Group theory and generalizations,3
2021.0,Tennessee,30—Functions of a complex variable,1
2021.0,Tennessee,35—Partial differential equations,2
2021.0,Tennessee,37—Dynamical systems and ergodic theory,1
2021.0,Tennessee,46—Functional analysis,2
2021.0,Tennessee,47—Operator theory,1
2021.0,Tennessee,54—General topology,1
2021.0,Tennessee,62—Statistics,4
2021.0,Tennessee,65—Numerical analysis,1
2021.0,Tennessee,68—Computer science,2
2021.0,Tennessee,74—Mechanics of deformable solids,1
2021.0,Tennessee,97—Mathematics education,1
2021.0,Texas,11—Number theory,1
2021.0,Texas,13—Commutative rings and algebras,2
2021.0,Texas,14—Algebraic geometry,1
2021.0,Texas,15—Linear and multilinear algebra; matrix theory,1
2021.0,Texas,16—Associative rings and algebras,5
2021.0,Texas,"18—Category theory, homological algebra",2
2021.0,Texas,19—K-theory,1
2021.0,Texas,20—Group theory and generalizations,1
2021.0,Texas,30—Functions of a complex variable,1
2021.0,Texas,32—Several complex variables and analytic spaces,1
2021.0,Texas,34—Ordinary differential equations,1
2021.0,Texas,35—Partial differential equations,2
2021.0,Texas,37—Dynamical systems and ergodic theory,4
2021.0,Texas,41—Approximations and expansions,1
2021.0,Texas,46—Functional analysis,3
2021.0,Texas,47—Operator theory,1
2021.0,Texas,49—Calculus of variations and optimal control,1
2021.0,Texas,53—Differential geometry,2
2021.0,Texas,54—General topology,1
2021.0,Texas,55—Algebraic topology,3
2021.0,Texas,57—Manifolds and cell complexes,3
2021.0,Texas,62—Statistics,17
2021.0,Texas,65—Numerical analysis,12
2021.0,Texas,68—Computer science,8
2021.0,Texas,74—Mechanics of deformable solids,3
2021.0,Texas,76—Fluid mechanics,1
2021.0,Texas,"78—Optics, electromagnetic theory",1
2021.0,Texas,81—Quantum Theory,3
2021.0,Texas,"90—Operations research, mathematical programming",3
2021.0,Texas,"91—Game theory, economics, social and behavioral sciences",1
2021.0,Texas,92—Biology and other natural sciences,3
2021.0,Texas,"94—Information and communication, circuits",7
2021.0,Texas,97—Mathematics education,2
2021.0,Utah,11—Number theory,1
2021.0,Utah,14—Algebraic geometry,2
2021.0,Utah,35—Partial differential equations,2
2021.0,Utah,49—Calculus of variations and optimal control,1
2021.0,Utah,60—Probability theory and stochastic processes,2
2021.0,Utah,62—Statistics,1
2021.0,Utah,65—Numerical analysis,1
2021.0,Utah,86—Geophysics,1
2021.0,Utah,92—Biology and other natural sciences,5
2021.0,Utah,97—Mathematics education,3
2021.0,Vermont,11—Number theory,1
2021.0,Vermont,20—Group theory and generalizations,1
2021.0,Virginia,05—Combinatorics,2
2021.0,Virginia,14—Algebraic geometry,2
2021.0,Virginia,15—Linear and multilinear algebra; matrix theory,1
2021.0,Virginia,30—Functions of a complex variable,1
2021.0,Virginia,35—Partial differential equations,3
2021.0,Virginia,37—Dynamical systems and ergodic theory,3
2021.0,Virginia,52—Convex and discrete geometry,1
2021.0,Virginia,53—Differential geometry,1
2021.0,Virginia,55—Algebraic topology,1
2021.0,Virginia,57—Manifolds and cell complexes,1
2021.0,Virginia,60—Probability theory and stochastic processes,1
2021.0,Virginia,62—Statistics,15
2021.0,Virginia,65—Numerical analysis,2
2021.0,Virginia,68—Computer science,11
2021.0,Virginia,74—Mechanics of deformable solids,2
2021.0,Virginia,76—Fluid mechanics,2
2021.0,Virginia,"78—Optics, electromagnetic theory",1
2021.0,Virginia,81—Quantum Theory,2
2021.0,Virginia,"82—Statistical mechanics, structure of matter",2
2021.0,Virginia,86—Geophysics,1
2021.0,Virginia,"90—Operations research, mathematical programming",3
2021.0,Virginia,"91—Game theory, economics, social and behavioral sciences",3
2021.0,Virginia,92—Biology and other natural sciences,5
2021.0,Virginia,93—Systems theory; control,6
2021.0,Virginia,"94—Information and communication, circuits",2
2021.0,Washington,00—General,1
2021.0,Washington,05—Combinatorics,1
2021.0,Washington,37—Dynamical systems and ergodic theory,1
2021.0,Washington,"44—Integral transforms, operational calculus",1
2021.0,Washington,49—Calculus of variations and optimal control,1
2021.0,Washington,60—Probability theory and stochastic processes,1
2021.0,Washington,68—Computer science,2
2021.0,Washington,92—Biology and other natural sciences,2
2021.0,West Virginia,26—Real functions,1
2021.0,West Virginia,97—Mathematics education,2
2021.0,Wisconsin,05—Combinatorics,1
2021.0,Wisconsin,11—Number theory,1
2021.0,Wisconsin,13—Commutative rings and algebras,1
2021.0,Wisconsin,14—Algebraic geometry,3
2021.0,Wisconsin,20—Group theory and generalizations,1
2021.0,Wisconsin,"22—Topological groups, Lie groups",2
2021.0,Wisconsin,30—Functions of a complex variable,1
2021.0,Wisconsin,32—Several complex variables and analytic spaces,1
2021.0,Wisconsin,34—Ordinary differential equations,1
2021.0,Wisconsin,35—Partial differential equations,1
2021.0,Wisconsin,42—Fourier analysis,1
2021.0,Wisconsin,53—Differential geometry,1
2021.0,Wisconsin,60—Probability theory and stochastic processes,3
2021.0,Wisconsin,62—Statistics,7
2021.0,Wisconsin,65—Numerical analysis,1
2021.0,Wisconsin,68—Computer science,4
2021.0,Wisconsin,"78—Optics, electromagnetic theory",1
2021.0,Wisconsin,81—Quantum Theory,1
2021.0,Wisconsin,85—Astronomy and astrophysics,1
2021.0,Wisconsin,86—Geophysics,1
2021.0,Wisconsin,"90—Operations research, mathematical programming",1
2021.0,Wisconsin,93—Systems theory; control,2
2022.0,Alabama,05—Combinatorics,1
2022.0,Alabama,35—Partial differential equations,1
2022.0,Alabama,46—Functional analysis,2
2022.0,Alabama,62—Statistics,4
2022.0,Alabama,65—Numerical analysis,2
2022.0,Alabama,68—Computer science,3
2022.0,Alabama,"94—Information and communication, circuits",1
2022.0,Alabama,97—Mathematics education,1
2022.0,Arizona,03—Mathematical logic and foundations,1
2022.0,Arizona,11—Number theory,1
2022.0,Arizona,14—Algebraic geometry,1
2022.0,Arizona,37—Dynamical systems and ergodic theory,1
2022.0,Arizona,46—Functional analysis,1
2022.0,Arizona,62—Statistics,4
2022.0,Arizona,65—Numerical analysis,1
2022.0,Arizona,68—Computer science,3
2022.0,Arizona,81—Quantum Theory,2
2022.0,Arizona,85—Astronomy and astrophysics,1
2022.0,Arizona,"91—Game theory, economics, social and behavioral sciences",1
2022.0,Arizona,92—Biology and other natural sciences,1
2022.0,Arizona,93—Systems theory; control,1
2022.0,Arizona,97—Mathematics education,1
2022.0,Arkansas,13—Commutative rings and algebras,1
2022.0,Arkansas,57—Manifolds and cell complexes,1
2022.0,Arkansas,62—Statistics,1
2022.0,Arkansas,68—Computer science,5
2022.0,California,03—Mathematical logic and foundations,7
2022.0,California,05—Combinatorics,8
2022.0,California,11—Number theory,7
2022.0,California,14—Algebraic geometry,10
2022.0,California,15—Linear and multilinear algebra; matrix theory,1
2022.0,California,16—Associative rings and algebras,1
2022.0,California,20—Group theory and generalizations,2
2022.0,California,"22—Topological groups, Lie groups",1
2022.0,California,32—Several complex variables and analytic spaces,1
2022.0,California,35—Partial differential equations,5
2022.0,California,37—Dynamical systems and ergodic theory,1
2022.0,California,41—Approximations and expansions,1
2022.0,California,46—Functional analysis,2
2022.0,California,51—Geometry,1
2022.0,California,53—Differential geometry,8
2022.0,California,55—Algebraic topology,2
2022.0,California,57—Manifolds and cell complexes,4
2022.0,California,60—Probability theory and stochastic processes,10
2022.0,California,62—Statistics,38
2022.0,California,65—Numerical analysis,7
2022.0,California,68—Computer science,61
2022.0,California,74—Mechanics of deformable solids,1
2022.0,California,76—Fluid mechanics,5
2022.0,California,"78—Optics, electromagnetic theory",1
2022.0,California,81—Quantum Theory,4
2022.0,California,"82—Statistical mechanics, structure of matter",1
2022.0,California,83—Relativity and gravitational theory,2
2022.0,California,86—Geophysics,2
2022.0,California,"90—Operations research, mathematical programming",4
2022.0,California,"91—Game theory, economics, social and behavioral sciences",8
2022.0,California,92—Biology and other natural sciences,9
2022.0,California,93—Systems theory; control,5
2022.0,California,"94—Information and communication, circuits",6
2022.0,Colorado,03—Mathematical logic and foundations,1
2022.0,Colorado,05—Combinatorics,2
2022.0,Colorado,14—Algebraic geometry,1
2022.0,Colorado,19—K-theory,1
2022.0,Colorado,20—Group theory and generalizations,2
2022.0,Colorado,35—Partial differential equations,1
2022.0,Colorado,53—Differential geometry,1
2022.0,Colorado,55—Algebraic topology,3
2022.0,Colorado,60—Probability theory and stochastic processes,2
2022.0,Colorado,62—Statistics,3
2022.0,Colorado,65—Numerical analysis,1
2022.0,Colorado,68—Computer science,2
2022.0,Colorado,76—Fluid mechanics,1
2022.0,Colorado,"91—Game theory, economics, social and behavioral sciences",3
2022.0,Colorado,92—Biology and other natural sciences,1
2022.0,Colorado,93—Systems theory; control,1
2022.0,Colorado,"94—Information and communication, circuits",1
2022.0,Colorado,97—Mathematics education,2
2022.0,Connecticut,03—Mathematical logic and foundations,1
2022.0,Connecticut,05—Combinatorics,1
2022.0,Connecticut,11—Number theory,2
2022.0,Connecticut,15—Linear and multilinear algebra; matrix theory,1
2022.0,Connecticut,37—Dynamical systems and ergodic theory,1
2022.0,Connecticut,43—Abstract harmonic analysis,1
2022.0,Connecticut,"58—Global analysis, analysis on manifolds",1
2022.0,Connecticut,60—Probability theory and stochastic processes,3
2022.0,Connecticut,62—Statistics,20
2022.0,Connecticut,68—Computer science,7
2022.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",1
2022.0,Connecticut,92—Biology and other natural sciences,2
2022.0,Delaware,05—Combinatorics,1
2022.0,Delaware,47—Operator theory,1
2022.0,Delaware,65—Numerical analysis,2
2022.0,Delaware,68—Computer science,1
2022.0,Delaware,70—Mechanics of particles and systems,1
2022.0,District of Columbia,16—Associative rings and algebras,1
2022.0,District of Columbia,45—Integral equations,1
2022.0,District of Columbia,55—Algebraic topology,1
2022.0,District of Columbia,57—Manifolds and cell complexes,1
2022.0,District of Columbia,62—Statistics,5
2022.0,District of Columbia,92—Biology and other natural sciences,1
2022.0,District of Columbia,93—Systems theory; control,2
2022.0,Florida,00—General,1
2022.0,Florida,03—Mathematical logic and foundations,1
2022.0,Florida,05—Combinatorics,1
2022.0,Florida,11—Number theory,1
2022.0,Florida,14—Algebraic geometry,2
2022.0,Florida,16—Associative rings and algebras,1
2022.0,Florida,20—Group theory and generalizations,1
2022.0,Florida,30—Functions of a complex variable,1
2022.0,Florida,35—Partial differential equations,4
2022.0,Florida,37—Dynamical systems and ergodic theory,1
