year,state,subject,num_dissertations
1981.0,Michigan,76—Fluid mechanics,1
1981.0,Michigan,85—Astronomy and astrophysics,2
1981.0,Michigan,"90—Operations research, mathematical programming",1
1981.0,Michigan,"91—Game theory, economics, social and behavioral sciences",7
1981.0,Michigan,92—Biology and other natural sciences,1
1981.0,Michigan,97—Mathematics education,1
1981.0,Minnesota,55—Algebraic topology,1
1981.0,Minnesota,62—Statistics,2
1981.0,Minnesota,68—Computer science,1
1981.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",16
1981.0,Montana,62—Statistics,2
1981.0,Nebraska,62—Statistics,1
1981.0,New Jersey,05—Combinatorics,1
1981.0,New Jersey,14—Algebraic geometry,1
1981.0,New Jersey,37—Dynamical systems and ergodic theory,1
1981.0,New Jersey,57—Manifolds and cell complexes,2
1981.0,New Jersey,62—Statistics,3
1981.0,New Jersey,65—Numerical analysis,1
1981.0,New Jersey,68—Computer science,3
1981.0,New Jersey,81—Quantum Theory,1
1981.0,New Jersey,85—Astronomy and astrophysics,1
1981.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",5
1981.0,New Jersey,93—Systems theory; control,1
1981.0,New Jersey,"94—Information and communication, circuits",1
1981.0,New York,30—Functions of a complex variable,1
1981.0,New York,32—Several complex variables and analytic spaces,1
1981.0,New York,35—Partial differential equations,1
1981.0,New York,46—Functional analysis,1
1981.0,New York,52—Convex and discrete geometry,1
1981.0,New York,60—Probability theory and stochastic processes,1
1981.0,New York,62—Statistics,8
1981.0,New York,68—Computer science,5
1981.0,New York,74—Mechanics of deformable solids,1
1981.0,New York,76—Fluid mechanics,5
1981.0,New York,"78—Optics, electromagnetic theory",2
1981.0,New York,81—Quantum Theory,8
1981.0,New York,"82—Statistical mechanics, structure of matter",5
1981.0,New York,83—Relativity and gravitational theory,2
1981.0,New York,85—Astronomy and astrophysics,2
1981.0,New York,"90—Operations research, mathematical programming",3
1981.0,New York,"91—Game theory, economics, social and behavioral sciences",11
1981.0,New York,92—Biology and other natural sciences,2
1981.0,New York,93—Systems theory; control,1
1981.0,New York,"94—Information and communication, circuits",2
1981.0,North Carolina,03—Mathematical logic and foundations,1
1981.0,North Carolina,35—Partial differential equations,1
1981.0,North Carolina,62—Statistics,6
1981.0,North Carolina,65—Numerical analysis,1
1981.0,North Carolina,68—Computer science,4
1981.0,North Carolina,"90—Operations research, mathematical programming",1
1981.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",6
1981.0,North Carolina,"94—Information and communication, circuits",1
1981.0,Ohio,30—Functions of a complex variable,1
1981.0,Ohio,55—Algebraic topology,2
1981.0,Ohio,76—Fluid mechanics,1
1981.0,Ohio,"82—Statistical mechanics, structure of matter",1
1981.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
1981.0,Ohio,93—Systems theory; control,1
1981.0,Pennsylvania,11—Number theory,2
1981.0,Pennsylvania,16—Associative rings and algebras,1
1981.0,Pennsylvania,62—Statistics,2
1981.0,Pennsylvania,68—Computer science,5
1981.0,Pennsylvania,74—Mechanics of deformable solids,2
1981.0,Pennsylvania,"90—Operations research, mathematical programming",1
1981.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",6
1981.0,Rhode Island,03—Mathematical logic and foundations,1
1981.0,Rhode Island,74—Mechanics of deformable solids,2
1981.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",6
1981.0,South Carolina,05—Combinatorics,2
1981.0,South Carolina,46—Functional analysis,1
1981.0,South Carolina,62—Statistics,2
1981.0,South Carolina,97—Mathematics education,1
1981.0,Tennessee,86—Geophysics,1
1981.0,Texas,00—General,1
1981.0,Texas,01—History and biography,1
1981.0,Texas,62—Statistics,1
1981.0,Texas,68—Computer science,3
1981.0,Texas,83—Relativity and gravitational theory,1
1981.0,Texas,85—Astronomy and astrophysics,1
1981.0,Texas,"90—Operations research, mathematical programming",3
1981.0,Texas,"91—Game theory, economics, social and behavioral sciences",1
1981.0,Utah,68—Computer science,1
1981.0,Virginia,62—Statistics,5
1981.0,Virginia,74—Mechanics of deformable solids,1
1981.0,Virginia,76—Fluid mechanics,1
1981.0,Virginia,85—Astronomy and astrophysics,1
1981.0,Virginia,"91—Game theory, economics, social and behavioral sciences",3
1981.0,Virginia,92—Biology and other natural sciences,1
1981.0,Virginia,"94—Information and communication, circuits",1
1981.0,Washington,51—Geometry,1
1981.0,Washington,92—Biology and other natural sciences,1
1981.0,West Virginia,"91—Game theory, economics, social and behavioral sciences",1
1981.0,Wisconsin,62—Statistics,1
1981.0,Wisconsin,68—Computer science,9
1981.0,Wisconsin,"78—Optics, electromagnetic theory",3
1981.0,Wisconsin,81—Quantum Theory,1
1981.0,Wisconsin,"90—Operations research, mathematical programming",1
1981.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",10
1981.0,Wisconsin,92—Biology and other natural sciences,1
1981.0,Wisconsin,97—Mathematics education,2
1982.0,Alabama,92—Biology and other natural sciences,1
1982.0,Arizona,03—Mathematical logic and foundations,1
1982.0,Arizona,76—Fluid mechanics,2
1982.0,Arizona,"78—Optics, electromagnetic theory",2
1982.0,Arizona,"91—Game theory, economics, social and behavioral sciences",1
1982.0,California,03—Mathematical logic and foundations,2
1982.0,California,11—Number theory,1
1982.0,California,20—Group theory and generalizations,1
1982.0,California,"22—Topological groups, Lie groups",1
1982.0,California,37—Dynamical systems and ergodic theory,4
1982.0,California,42—Fourier analysis,1
1982.0,California,52—Convex and discrete geometry,1
1982.0,California,57—Manifolds and cell complexes,1
1982.0,California,62—Statistics,15
1982.0,California,65—Numerical analysis,2
1982.0,California,68—Computer science,15
1982.0,California,74—Mechanics of deformable solids,3
1982.0,California,76—Fluid mechanics,4
1982.0,California,"78—Optics, electromagnetic theory",2
1982.0,California,81—Quantum Theory,2
1982.0,California,"82—Statistical mechanics, structure of matter",1
1982.0,California,83—Relativity and gravitational theory,2
1982.0,California,85—Astronomy and astrophysics,1
1982.0,California,86—Geophysics,1
1982.0,California,"90—Operations research, mathematical programming",4
1982.0,California,"91—Game theory, economics, social and behavioral sciences",24
1982.0,California,93—Systems theory; control,3
1982.0,California,"94—Information and communication, circuits",1
1982.0,Colorado,03—Mathematical logic and foundations,1
1982.0,Colorado,46—Functional analysis,1
1982.0,Colorado,62—Statistics,2
1982.0,Colorado,76—Fluid mechanics,2
1982.0,Colorado,"91—Game theory, economics, social and behavioral sciences",2
1982.0,Colorado,93—Systems theory; control,1
1982.0,Connecticut,62—Statistics,1
1982.0,Connecticut,76—Fluid mechanics,1
1982.0,Connecticut,81—Quantum Theory,1
1982.0,Connecticut,83—Relativity and gravitational theory,1
1982.0,Connecticut,"90—Operations research, mathematical programming",1
1982.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",2
1982.0,Delaware,35—Partial differential equations,1
1982.0,Delaware,46—Functional analysis,1
1982.0,District of Columbia,62—Statistics,1
1982.0,Florida,16—Associative rings and algebras,1
1982.0,Florida,62—Statistics,4
1982.0,Florida,"90—Operations research, mathematical programming",1
1982.0,Florida,"91—Game theory, economics, social and behavioral sciences",1
1982.0,Florida,"94—Information and communication, circuits",1
1982.0,Georgia,97—Mathematics education,1
1982.0,Idaho,68—Computer science,1
1982.0,Illinois,"06—Order, lattices, ordered algebraic structures",1
1982.0,Illinois,20—Group theory and generalizations,1
1982.0,Illinois,60—Probability theory and stochastic processes,2
1982.0,Illinois,62—Statistics,5
1982.0,Illinois,68—Computer science,3
1982.0,Illinois,74—Mechanics of deformable solids,3
1982.0,Illinois,76—Fluid mechanics,1
1982.0,Illinois,81—Quantum Theory,2
1982.0,Illinois,"82—Statistical mechanics, structure of matter",5
1982.0,Illinois,83—Relativity and gravitational theory,1
1982.0,Illinois,86—Geophysics,1
1982.0,Illinois,"91—Game theory, economics, social and behavioral sciences",10
1982.0,Illinois,92—Biology and other natural sciences,2
1982.0,Illinois,93—Systems theory; control,5
1982.0,Illinois,"94—Information and communication, circuits",1
1982.0,Indiana,53—Differential geometry,1
1982.0,Indiana,60—Probability theory and stochastic processes,1
1982.0,Indiana,97—Mathematics education,2
1982.0,Iowa,03—Mathematical logic and foundations,1
1982.0,Iowa,62—Statistics,6
1982.0,Iowa,68—Computer science,1
1982.0,Iowa,76—Fluid mechanics,1
1982.0,Iowa,"91—Game theory, economics, social and behavioral sciences",1
1982.0,Iowa,92—Biology and other natural sciences,1
1982.0,Kansas,62—Statistics,1
1982.0,Kansas,68—Computer science,1
1982.0,Kansas,"94—Information and communication, circuits",1
1982.0,Maryland,03—Mathematical logic and foundations,1
1982.0,Maryland,11—Number theory,1
1982.0,Maryland,46—Functional analysis,1
1982.0,Maryland,62—Statistics,3
1982.0,Maryland,65—Numerical analysis,2
1982.0,Maryland,68—Computer science,3
1982.0,Maryland,83—Relativity and gravitational theory,1
1982.0,Maryland,"91—Game theory, economics, social and behavioral sciences",1
1982.0,Maryland,92—Biology and other natural sciences,1
1982.0,Maryland,97—Mathematics education,3
1982.0,Massachusetts,03—Mathematical logic and foundations,2
1982.0,Massachusetts,11—Number theory,1
1982.0,Massachusetts,16—Associative rings and algebras,1
1982.0,Massachusetts,32—Several complex variables and analytic spaces,1
1982.0,Massachusetts,34—Ordinary differential equations,1
1982.0,Massachusetts,42—Fourier analysis,1
1982.0,Massachusetts,53—Differential geometry,1
1982.0,Massachusetts,55—Algebraic topology,1
1982.0,Massachusetts,60—Probability theory and stochastic processes,1
1982.0,Massachusetts,62—Statistics,2
1982.0,Massachusetts,65—Numerical analysis,1
1982.0,Massachusetts,68—Computer science,5
1982.0,Massachusetts,74—Mechanics of deformable solids,1
1982.0,Massachusetts,76—Fluid mechanics,2
1982.0,Massachusetts,81—Quantum Theory,1
1982.0,Massachusetts,85—Astronomy and astrophysics,1
1982.0,Massachusetts,86—Geophysics,4
1982.0,Massachusetts,"90—Operations research, mathematical programming",4
1982.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",46
1982.0,Massachusetts,92—Biology and other natural sciences,1
1982.0,Massachusetts,93—Systems theory; control,5
1982.0,Michigan,49—Calculus of variations and optimal control,1
1982.0,Michigan,60—Probability theory and stochastic processes,1
1982.0,Michigan,62—Statistics,5
1982.0,Michigan,65—Numerical analysis,1
1982.0,Michigan,68—Computer science,1
1982.0,Michigan,86—Geophysics,1
1982.0,Michigan,"91—Game theory, economics, social and behavioral sciences",4
1982.0,Minnesota,"58—Global analysis, analysis on manifolds",1
1982.0,Minnesota,62—Statistics,3
1982.0,Minnesota,68—Computer science,3
1982.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",7
1982.0,Missouri,"91—Game theory, economics, social and behavioral sciences",2
1982.0,Montana,62—Statistics,1
1982.0,Montana,65—Numerical analysis,1
1982.0,Nebraska,"91—Game theory, economics, social and behavioral sciences",1
1982.0,New Jersey,00—General,1
1982.0,New Jersey,"22—Topological groups, Lie groups",1
1982.0,New Jersey,62—Statistics,6
1982.0,New Jersey,65—Numerical analysis,2
1982.0,New Jersey,68—Computer science,8
1982.0,New Jersey,"82—Statistical mechanics, structure of matter",1
1982.0,New Jersey,85—Astronomy and astrophysics,2
1982.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",2
1982.0,New Jersey,"94—Information and communication, circuits",2
1982.0,New York,03—Mathematical logic and foundations,2
1982.0,New York,35—Partial differential equations,1
1982.0,New York,55—Algebraic topology,1
1982.0,New York,60—Probability theory and stochastic processes,3
1982.0,New York,62—Statistics,7
1982.0,New York,65—Numerical analysis,2
1982.0,New York,68—Computer science,14
1982.0,New York,70—Mechanics of particles and systems,1
1982.0,New York,76—Fluid mechanics,1
1982.0,New York,"78—Optics, electromagnetic theory",2
1982.0,New York,81—Quantum Theory,5
1982.0,New York,"82—Statistical mechanics, structure of matter",1
1982.0,New York,85—Astronomy and astrophysics,4
1982.0,New York,"90—Operations research, mathematical programming",1
1982.0,New York,"91—Game theory, economics, social and behavioral sciences",12
1982.0,New York,92—Biology and other natural sciences,4
1982.0,New York,93—Systems theory; control,1
1982.0,New York,"94—Information and communication, circuits",3
1982.0,North Carolina,03—Mathematical logic and foundations,1
1982.0,North Carolina,52—Convex and discrete geometry,1
1982.0,North Carolina,62—Statistics,1
1982.0,North Carolina,68—Computer science,10
1982.0,North Carolina,76—Fluid mechanics,1
1982.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",4
1982.0,North Carolina,92—Biology and other natural sciences,2
1982.0,North Carolina,"94—Information and communication, circuits",2
1982.0,Ohio,37—Dynamical systems and ergodic theory,1
1982.0,Ohio,46—Functional analysis,1
1982.0,Ohio,68—Computer science,1
1982.0,Ohio,"90—Operations research, mathematical programming",1
1982.0,Ohio,"91—Game theory, economics, social and behavioral sciences",1
1982.0,Ohio,93—Systems theory; control,1
1982.0,Ohio,97—Mathematics education,2
1982.0,Oregon,60—Probability theory and stochastic processes,1
1982.0,Oregon,62—Statistics,2
1982.0,Oregon,68—Computer science,1
1982.0,Oregon,97—Mathematics education,2
1982.0,Pennsylvania,16—Associative rings and algebras,1
1982.0,Pennsylvania,20—Group theory and generalizations,1
1982.0,Pennsylvania,60—Probability theory and stochastic processes,1
1982.0,Pennsylvania,62—Statistics,5
1982.0,Pennsylvania,68—Computer science,3
1982.0,Pennsylvania,86—Geophysics,1
1982.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",5
1982.0,Pennsylvania,92—Biology and other natural sciences,3
1982.0,Rhode Island,14—Algebraic geometry,2
1982.0,Rhode Island,68—Computer science,1
1982.0,Rhode Island,74—Mechanics of deformable solids,1
1982.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",3
1982.0,Rhode Island,"94—Information and communication, circuits",1
1982.0,South Carolina,05—Combinatorics,1
1982.0,South Carolina,"91—Game theory, economics, social and behavioral sciences",1
1982.0,South Carolina,97—Mathematics education,1
1982.0,Tennessee,46—Functional analysis,1
1982.0,Tennessee,"91—Game theory, economics, social and behavioral sciences",2
1982.0,Texas,62—Statistics,1
1982.0,Texas,65—Numerical analysis,2
1982.0,Texas,68—Computer science,4
1982.0,Texas,81—Quantum Theory,1
1982.0,Texas,"90—Operations research, mathematical programming",4
1982.0,Texas,"91—Game theory, economics, social and behavioral sciences",6
1982.0,Utah,65—Numerical analysis,1
1982.0,Virginia,05—Combinatorics,1
1982.0,Virginia,47—Operator theory,1
1982.0,Virginia,60—Probability theory and stochastic processes,1
1982.0,Virginia,62—Statistics,5
1982.0,Virginia,68—Computer science,2
1982.0,Virginia,76—Fluid mechanics,1
1982.0,Virginia,"78—Optics, electromagnetic theory",1
1982.0,Virginia,85—Astronomy and astrophysics,1
1982.0,Virginia,"91—Game theory, economics, social and behavioral sciences",1
1982.0,Washington,47—Operator theory,1
1982.0,Washington,68—Computer science,1
1982.0,Wisconsin,62—Statistics,4
1982.0,Wisconsin,68—Computer science,7
1982.0,Wisconsin,"78—Optics, electromagnetic theory",2
1982.0,Wisconsin,81—Quantum Theory,1
1982.0,Wisconsin,83—Relativity and gravitational theory,2
1982.0,Wisconsin,86—Geophysics,1
1982.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",15
1983.0,Alabama,68—Computer science,1
1983.0,California,11—Number theory,2
1983.0,California,37—Dynamical systems and ergodic theory,2
1983.0,California,45—Integral equations,1
1983.0,California,47—Operator theory,1
1983.0,California,49—Calculus of variations and optimal control,1
1983.0,California,52—Convex and discrete geometry,2
1983.0,California,55—Algebraic topology,1
1983.0,California,57—Manifolds and cell complexes,1
1983.0,California,60—Probability theory and stochastic processes,4
1983.0,California,62—Statistics,18
1983.0,California,68—Computer science,24
1983.0,California,70—Mechanics of particles and systems,1
1983.0,California,74—Mechanics of deformable solids,3
1983.0,California,76—Fluid mechanics,6
1983.0,California,"78—Optics, electromagnetic theory",1
1983.0,California,81—Quantum Theory,2
1983.0,California,"82—Statistical mechanics, structure of matter",1
1983.0,California,83—Relativity and gravitational theory,2
1983.0,California,85—Astronomy and astrophysics,3
1983.0,California,86—Geophysics,1
1983.0,California,"90—Operations research, mathematical programming",3
1983.0,California,"91—Game theory, economics, social and behavioral sciences",32
1983.0,California,92—Biology and other natural sciences,1
1983.0,California,93—Systems theory; control,2
1983.0,California,"94—Information and communication, circuits",8
1983.0,Colorado,00—General,1
1983.0,Colorado,65—Numerical analysis,1
1983.0,Colorado,76—Fluid mechanics,1
1983.0,Colorado,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Colorado,92—Biology and other natural sciences,1
1983.0,Connecticut,47—Operator theory,1
1983.0,Connecticut,57—Manifolds and cell complexes,1
1983.0,Connecticut,62—Statistics,2
1983.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",2
1983.0,Connecticut,93—Systems theory; control,1
1983.0,Delaware,68—Computer science,1
1983.0,Florida,46—Functional analysis,1
1983.0,Florida,57—Manifolds and cell complexes,1
1983.0,Florida,62—Statistics,1
1983.0,Florida,68—Computer science,2
1983.0,Florida,"90—Operations research, mathematical programming",1
1983.0,Florida,"91—Game theory, economics, social and behavioral sciences",3
1983.0,Florida,93—Systems theory; control,2
1983.0,Georgia,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Idaho,81—Quantum Theory,1
1983.0,Illinois,05—Combinatorics,1
1983.0,Illinois,11—Number theory,1
1983.0,Illinois,14—Algebraic geometry,1
1983.0,Illinois,19—K-theory,1
1983.0,Illinois,20—Group theory and generalizations,1
1983.0,Illinois,37—Dynamical systems and ergodic theory,1
1983.0,Illinois,60—Probability theory and stochastic processes,1
1983.0,Illinois,62—Statistics,6
1983.0,Illinois,68—Computer science,4
1983.0,Illinois,74—Mechanics of deformable solids,1
1983.0,Illinois,76—Fluid mechanics,2
1983.0,Illinois,"78—Optics, electromagnetic theory",2
1983.0,Illinois,81—Quantum Theory,1
1983.0,Illinois,"82—Statistical mechanics, structure of matter",3
1983.0,Illinois,85—Astronomy and astrophysics,1
1983.0,Illinois,86—Geophysics,1
1983.0,Illinois,"91—Game theory, economics, social and behavioral sciences",12
1983.0,Illinois,92—Biology and other natural sciences,1
1983.0,Illinois,"94—Information and communication, circuits",2
1983.0,Illinois,97—Mathematics education,1
1983.0,Indiana,03—Mathematical logic and foundations,1
1983.0,Indiana,14—Algebraic geometry,4
1983.0,Indiana,53—Differential geometry,1
1983.0,Indiana,60—Probability theory and stochastic processes,1
1983.0,Indiana,68—Computer science,1
1983.0,Indiana,97—Mathematics education,1
1983.0,Iowa,62—Statistics,1
1983.0,Iowa,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Iowa,93—Systems theory; control,2
1983.0,Kansas,62—Statistics,1
1983.0,Kansas,65—Numerical analysis,1
1983.0,Kansas,68—Computer science,2
1983.0,Kansas,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Kentucky,62—Statistics,2
1983.0,Kentucky,81—Quantum Theory,1
1983.0,Kentucky,97—Mathematics education,1
1983.0,Maryland,11—Number theory,1
1983.0,Maryland,68—Computer science,4
1983.0,Maryland,"90—Operations research, mathematical programming",2
1983.0,Maryland,"91—Game theory, economics, social and behavioral sciences",3
1983.0,Maryland,92—Biology and other natural sciences,1
1983.0,Massachusetts,03—Mathematical logic and foundations,1
1983.0,Massachusetts,11—Number theory,1
1983.0,Massachusetts,"18—Category theory, homological algebra",1
1983.0,Massachusetts,"22—Topological groups, Lie groups",1
1983.0,Massachusetts,34—Ordinary differential equations,1
1983.0,Massachusetts,49—Calculus of variations and optimal control,1
1983.0,Massachusetts,60—Probability theory and stochastic processes,1
1983.0,Massachusetts,62—Statistics,2
1983.0,Massachusetts,68—Computer science,10
1983.0,Massachusetts,76—Fluid mechanics,2
1983.0,Massachusetts,"78—Optics, electromagnetic theory",1
1983.0,Massachusetts,81—Quantum Theory,3
1983.0,Massachusetts,"82—Statistical mechanics, structure of matter",1
1983.0,Massachusetts,85—Astronomy and astrophysics,1
1983.0,Massachusetts,"90—Operations research, mathematical programming",1
1983.0,Massachusetts,"91—Game theory, economics, social and behavioral sciences",31
1983.0,Massachusetts,92—Biology and other natural sciences,2
1983.0,Massachusetts,93—Systems theory; control,1
1983.0,Massachusetts,"94—Information and communication, circuits",2
1983.0,Michigan,62—Statistics,2
1983.0,Michigan,68—Computer science,1
1983.0,Michigan,85—Astronomy and astrophysics,1
1983.0,Michigan,"91—Game theory, economics, social and behavioral sciences",5
1983.0,Michigan,93—Systems theory; control,1
1983.0,Michigan,"94—Information and communication, circuits",1
1983.0,Michigan,97—Mathematics education,3
1983.0,Minnesota,62—Statistics,1
1983.0,Minnesota,"91—Game theory, economics, social and behavioral sciences",10
1983.0,Minnesota,92—Biology and other natural sciences,1
1983.0,Mississippi,76—Fluid mechanics,1
1983.0,Mississippi,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Missouri,62—Statistics,1
1983.0,Missouri,74—Mechanics of deformable solids,1
1983.0,New Jersey,03—Mathematical logic and foundations,1
1983.0,New Jersey,11—Number theory,1
1983.0,New Jersey,"22—Topological groups, Lie groups",1
1983.0,New Jersey,32—Several complex variables and analytic spaces,2
1983.0,New Jersey,34—Ordinary differential equations,1
1983.0,New Jersey,62—Statistics,3
1983.0,New Jersey,65—Numerical analysis,1
1983.0,New Jersey,68—Computer science,5
1983.0,New Jersey,76—Fluid mechanics,1
1983.0,New Jersey,81—Quantum Theory,2
1983.0,New Jersey,83—Relativity and gravitational theory,1
1983.0,New Jersey,85—Astronomy and astrophysics,1
1983.0,New Jersey,86—Geophysics,1
1983.0,New Jersey,"90—Operations research, mathematical programming",1
1983.0,New Jersey,"91—Game theory, economics, social and behavioral sciences",8
1983.0,New Jersey,"94—Information and communication, circuits",1
1983.0,New York,03—Mathematical logic and foundations,1
1983.0,New York,08—General algebraic systems,1
1983.0,New York,11—Number theory,1
1983.0,New York,34—Ordinary differential equations,1
1983.0,New York,35—Partial differential equations,2
1983.0,New York,41—Approximations and expansions,1
1983.0,New York,46—Functional analysis,1
1983.0,New York,51—Geometry,1
1983.0,New York,60—Probability theory and stochastic processes,3
1983.0,New York,62—Statistics,6
1983.0,New York,65—Numerical analysis,1
1983.0,New York,68—Computer science,7
1983.0,New York,76—Fluid mechanics,1
1983.0,New York,"78—Optics, electromagnetic theory",4
1983.0,New York,"80—Classical thermodynamics, heat transfer",1
1983.0,New York,81—Quantum Theory,10
1983.0,New York,"82—Statistical mechanics, structure of matter",3
1983.0,New York,83—Relativity and gravitational theory,1
1983.0,New York,85—Astronomy and astrophysics,2
1983.0,New York,"90—Operations research, mathematical programming",1
1983.0,New York,"91—Game theory, economics, social and behavioral sciences",16
1983.0,New York,92—Biology and other natural sciences,1
1983.0,New York,"94—Information and communication, circuits",2
1983.0,North Carolina,62—Statistics,5
1983.0,North Carolina,68—Computer science,10
1983.0,North Carolina,81—Quantum Theory,1
1983.0,North Carolina,83—Relativity and gravitational theory,1
1983.0,North Carolina,"90—Operations research, mathematical programming",3
1983.0,North Carolina,"91—Game theory, economics, social and behavioral sciences",8
1983.0,North Carolina,92—Biology and other natural sciences,1
1983.0,Ohio,08—General algebraic systems,1
1983.0,Ohio,35—Partial differential equations,1
1983.0,Ohio,65—Numerical analysis,1
1983.0,Ohio,68—Computer science,1
1983.0,Ohio,"90—Operations research, mathematical programming",1
1983.0,Oregon,62—Statistics,1
1983.0,Oregon,"91—Game theory, economics, social and behavioral sciences",3
1983.0,Oregon,97—Mathematics education,3
1983.0,Pennsylvania,03—Mathematical logic and foundations,1
1983.0,Pennsylvania,05—Combinatorics,2
1983.0,Pennsylvania,"22—Topological groups, Lie groups",1
1983.0,Pennsylvania,60—Probability theory and stochastic processes,1
1983.0,Pennsylvania,62—Statistics,1
1983.0,Pennsylvania,65—Numerical analysis,1
1983.0,Pennsylvania,68—Computer science,3
1983.0,Pennsylvania,85—Astronomy and astrophysics,1
1983.0,Pennsylvania,"91—Game theory, economics, social and behavioral sciences",7
1983.0,Rhode Island,14—Algebraic geometry,2
1983.0,Rhode Island,55—Algebraic topology,1
1983.0,Rhode Island,"90—Operations research, mathematical programming",1
1983.0,Rhode Island,"91—Game theory, economics, social and behavioral sciences",4
1983.0,South Carolina,"06—Order, lattices, ordered algebraic structures",1
1983.0,South Carolina,62—Statistics,3
1983.0,South Carolina,68—Computer science,1
1983.0,South Carolina,"90—Operations research, mathematical programming",1
1983.0,South Carolina,"91—Game theory, economics, social and behavioral sciences",1
1983.0,South Carolina,97—Mathematics education,1
1983.0,Tennessee,68—Computer science,1
1983.0,Tennessee,97—Mathematics education,1
1983.0,Texas,45—Integral equations,1
1983.0,Texas,62—Statistics,1
1983.0,Texas,65—Numerical analysis,1
1983.0,Texas,68—Computer science,5
1983.0,Texas,81—Quantum Theory,1
1983.0,Texas,83—Relativity and gravitational theory,1
1983.0,Texas,85—Astronomy and astrophysics,1
1983.0,Texas,"90—Operations research, mathematical programming",1
1983.0,Texas,"91—Game theory, economics, social and behavioral sciences",6
1983.0,Texas,93—Systems theory; control,1
1983.0,Utah,68—Computer science,3
1983.0,Utah,"90—Operations research, mathematical programming",1
1983.0,Virginia,52—Convex and discrete geometry,1
1983.0,Virginia,62—Statistics,5
1983.0,Virginia,68—Computer science,3
1983.0,Virginia,76—Fluid mechanics,1
1983.0,Virginia,81—Quantum Theory,1
1983.0,Virginia,86—Geophysics,1
1983.0,Virginia,"90—Operations research, mathematical programming",1
1983.0,Virginia,"91—Game theory, economics, social and behavioral sciences",2
1983.0,Virginia,92—Biology and other natural sciences,2
1983.0,Virginia,93—Systems theory; control,1
1983.0,Washington,68—Computer science,1
1983.0,Washington,"91—Game theory, economics, social and behavioral sciences",1
1983.0,Wisconsin,20—Group theory and generalizations,1
1983.0,Wisconsin,57—Manifolds and cell complexes,1
1983.0,Wisconsin,62—Statistics,4
1983.0,Wisconsin,68—Computer science,5
1983.0,Wisconsin,"78—Optics, electromagnetic theory",2
1983.0,Wisconsin,"91—Game theory, economics, social and behavioral sciences",17
1983.0,Wyoming,62—Statistics,1
1984.0,Alabama,05—Combinatorics,1
1984.0,Arizona,33—Special functions,1
1984.0,Arizona,76—Fluid mechanics,1
1984.0,Arizona,85—Astronomy and astrophysics,1
1984.0,California,03—Mathematical logic and foundations,1
1984.0,California,11—Number theory,1
1984.0,California,12—Field theory and polynomials,1
1984.0,California,14—Algebraic geometry,1
1984.0,California,20—Group theory and generalizations,1
1984.0,California,42—Fourier analysis,1
1984.0,California,43—Abstract harmonic analysis,1
1984.0,California,46—Functional analysis,2
1984.0,California,47—Operator theory,1
1984.0,California,49—Calculus of variations and optimal control,1
1984.0,California,60—Probability theory and stochastic processes,1
1984.0,California,62—Statistics,10
1984.0,California,65—Numerical analysis,1
1984.0,California,68—Computer science,25
1984.0,California,74—Mechanics of deformable solids,3
1984.0,California,76—Fluid mechanics,5
1984.0,California,"78—Optics, electromagnetic theory",2
1984.0,California,"80—Classical thermodynamics, heat transfer",2
1984.0,California,81—Quantum Theory,4
1984.0,California,"82—Statistical mechanics, structure of matter",2
1984.0,California,85—Astronomy and astrophysics,2
1984.0,California,86—Geophysics,1
1984.0,California,"90—Operations research, mathematical programming",2
1984.0,California,"91—Game theory, economics, social and behavioral sciences",20
1984.0,California,93—Systems theory; control,6
1984.0,California,"94—Information and communication, circuits",4
1984.0,Colorado,35—Partial differential equations,1
1984.0,Colorado,62—Statistics,1
1984.0,Colorado,68—Computer science,1
1984.0,Colorado,85—Astronomy and astrophysics,1
1984.0,Colorado,86—Geophysics,1
1984.0,Connecticut,01—History and biography,1
1984.0,Connecticut,03—Mathematical logic and foundations,1
1984.0,Connecticut,"22—Topological groups, Lie groups",1
1984.0,Connecticut,68—Computer science,3
1984.0,Connecticut,86—Geophysics,1
1984.0,Connecticut,"90—Operations research, mathematical programming",1
1984.0,Connecticut,"91—Game theory, economics, social and behavioral sciences",3
1984.0,Connecticut,93—Systems theory; control,1
